message,custom,label_class,idiom,sentences_clean
Shipment delayed in transit Recovery actions underway,No,exception,English,Shipment delayed in transit recovery actions underway
Shipment delivered in good condition,No,delivered,English,Shipment delivered in good condition
Shipment exception Customs paperwork in transit,No,transit,English,Shipment exception customs paperwork in transit
Shipment exception Delay beyond our control,No,exception,English,Shipment exception delay beyond our control
Shipment exception FedEx holding package,No,exception,English,Shipment exception fedex holding package
"Shipment exception Held, cleared regulatory agency(s) after aircraft/truck departed",No,exception,English,"Shipment exception held, cleared regulatory agencys after aircraft truck departed"
"Shipment exception,Delay beyond our control",No,exception,English,"Shipment exception, delay beyond our control"
"Shipment exception,FedEx holding package",No,exception,English,"Shipment exception, fedex holding package"
"Shipment exception,Held, cleared regulatory agency(s) after aircraft/truck departed",No,exception,English,"Shipment exception, held, cleared regulatory agencys after aircraft truck departed"
Shipment handed to third party. They will complete delivery,No,transit,English,Shipment handed to third party. They will complete delivery
Shipment held - Available upon receipt of payment,No,exception,English,"Shipment held, available upon receipt of payment"
Shipment held for customs paperwork documentation query. We'll contact the sender.,No,exception,English,Shipment held for customs paperwork documentation query. We will contact the sender.
Shipment held. Paperwork enquiry. Follow-up action underway,No,exception,English,Shipment held. Paperwork enquiry. Follow up action underway
Shipment in transit,No,transit,English,Shipment in transit
Shipment information received,No,transit,English,Shipment information received
Shipment information sent to FedEx ,No,transit,English,Shipment information sent to fedex
Shipment is being held to obtain complete shipper or receiver address information.,No,exception,English,Shipment is being held to obtain complete shipper or receiver address information.
Shipment is out for delivery.,No,out for delivery,English,Shipment is out for delivery.
Shipment left in agreed location as instructed,No,delivered,English,Shipment left in agreed location as instructed
Shipment now at depot nearest to delivery address,No,out for delivery,English,Shipment now at depot nearest to delivery address
Shipment now at the depot nearest to collection address,No,transit,English,Shipment now at the depot nearest to collection address
Shipment on hold,No,exception,English,Shipment on hold
Shipment partially delivered. Recovery actions underway,No,exception,English,Shipment partially delivered. Recovery actions underway
Shipment picked up,No,transit,English,Shipment picked up
"Shipped, Departure Scan",No,transit,English,"Shipped, departure scan"
Shipper contacted,No,exception,English,Shipper contacted
Shipper export declaration documentation required for export is missing. We're working to obtain this information.,No,exception,English,Shipper export declaration documentation required for export is missing. We are working to obtain this information.
Shipper export declaration documentation required for export is missing. We're working to obtain this information. / Your package was released by the clearing agency.,No,transit,English,Shipper export declaration documentation required for export is missing. We are working to obtain this information. Your package was released by the clearing agency.
Signature obtained,No,delivered,English,Signature obtained
Some additional transit time is required since the receiver is located in a remote area.,No,exception,English,Some additional transit time is required since the receiver is located in remote area.
Sorting Complete,No,transit,English,Sorting complete
The address is incomplete. This may delay delivery. We're attempting to update the address.,No,exception,English,The address is incomplete. This may delay delivery. We are attempting to update the address.
The address is incomplete. This may delay delivery. We're attempting to update the address. / Delivery will be rescheduled.,No,exception,English,The address is incomplete. This may delay delivery. We are attempting to update the address. Delivery will be rescheduled.
The address is incomplete. This may delay delivery. We're attempting to update the address. / The address was corrected.,No,transit,English,The address is incomplete. This may delay delivery. We are attempting to update the address. The address was corrected.
The address is incomplete. This may delay delivery. We're attempting to update the address. / The package will be returned to the sender.,No,exception,English,The address is incomplete. This may delay delivery. We are attempting to update the address. The package will be returned to the sender.
The address is incomplete. This may delay delivery. We're attempting to update the address. / This package was abandoned by both the sender and receiver.,No,exception,English,The address is incomplete. This may delay delivery. We are attempting to update the address. This package was abandoned by both the sender and receiver.
The address is incomplete. This may delay delivery. We're attempting to update the address. / We require a phone number for the delivery address.,No,exception,English,The address is incomplete. This may delay delivery. We are attempting to update the address. We require phone number for the delivery address.
The address is incomplete. This may delay delivery. We're attempting to update the address. / We'll contact the sender or receiver about this delivery.,No,exception,English,The address is incomplete. This may delay delivery. We are attempting to update the address. We will contact the sender or receiver about this delivery.
The address is incomplete. This may delay delivery. We're attempting to update the address. / We've attempted to contact the receiver regarding pickup arrangements.,No,exception,English,The address is incomplete. This may delay delivery. We are attempting to update the address. We have attempted to contact the receiver regarding pickup arrangements.
The address label became detached from the package. The sender will be notified.,No,exception,English,The address label became detached from the package. The sender will be notified.
The address label is illegible. This may delay delivery. We're attempting to update the address. / Your delivery has been rescheduled for the next business day.,No,exception,English,The address label is illegible. This may delay delivery. We are attempting to update the address. Your delivery has been rescheduled for the next business day.
The apartment number is either missing or incorrect. This may delay delivery. We're attempting to update the address.,No,exception,English,The apartment number is either missing or incorrect. This may delay delivery. We are attempting to update the address.
The apartment number is either missing or incorrect. This may delay delivery. We're attempting to update the address. / Delivery will be rescheduled.,No,exception,English,The apartment number is either missing or incorrect. This may delay delivery. We are attempting to update the address. Delivery will be rescheduled.
The apartment number is either missing or incorrect. This may delay delivery. We're attempting to update the address. / The package will be returned to the sender.,No,exception,English,The apartment number is either missing or incorrect. This may delay delivery. We are attempting to update the address. The package will be returned to the sender.
The apartment number is either missing or incorrect. This may delay delivery. We're attempting to update the address. / This package was abandoned by both the sender and receiver.,No,exception,English,The apartment number is either missing or incorrect. This may delay delivery. We are attempting to update the address. This package was abandoned by both the sender and receiver.
The apartment number is either missing or incorrect. This may delay delivery. We're attempting to update the address. / We will contact the sender.,No,exception,English,The apartment number is either missing or incorrect. This may delay delivery. We are attempting to update the address. We will contact the sender.
The apartment number is either missing or incorrect. This may delay delivery. We're attempting to update the address. / We've attempted to contact the receiver regarding pickup arrangements.,No,exception,English,The apartment number is either missing or incorrect. This may delay delivery. We are attempting to update the address. We have attempted to contact the receiver regarding pickup arrangements.
The borough or county shown in the address is incorrect and may delay delivery. We're attempting to update the address. / The address was corrected.,No,transit,English,The borough or county shown in the address is incorrect and may delay delivery. We are attempting to update the address. The address was corrected.
The city name in the address is incorrect. This may delay delivery. We're attempting to update the address.,No,exception,English,The city name in the address is incorrect. This may delay delivery. We are attempting to update the address.
The city name in the address is incorrect. This may delay delivery. We're attempting to update the address. / Delivery will be rescheduled.,No,exception,English,The city name in the address is incorrect. This may delay delivery. We are attempting to update the address. Delivery will be rescheduled.
The city name in the address is incorrect. This may delay delivery. We're attempting to update the address. / The address was corrected.,No,transit,English,The city name in the address is incorrect. This may delay delivery. We are attempting to update the address. The address was corrected.
The clearing agency is closed. We will submit the package for clearance once their office reopens.,No,exception,English,The clearing agency is closed. We will submit the package for clearance once their office reopens.
The clearing agency is closed. We will submit the package for clearance once their office reopens. / Your package was released by the clearing agency.,No,transit,English,The clearing agency is closed. We will submit the package for clearance once their office reopens. Your package was released by the clearing agency.
The clearing agency is experiencing technical difficulties and is temporarily unable to transmit package information.,No,exception,English,The clearing agency is experiencing technical difficulties and is temporarily unable to transmit package information.
The commodity is not in the importer's database. UPS Brokerage will contact the importer. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,The commodity is not in the importer's database. Ups brokerage will contact the importer. Brokerage released the package. It will be processed through clearing agency before final release to ups.
The commodity is not in the importer&#39;s database. UPS Brokerage will contact the importer. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,The commodity is not in the importer is database. Ups brokerage will contact the importer. Brokerage released the package. It will be processed through clearing agency before final release to ups.
The company or receiver name is incorrect. This will delay delivery. We're attempting to update this information. / Delivery will be rescheduled.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. Delivery will be rescheduled.
The company or receiver name is incorrect. This will delay delivery. We're attempting to update this information. / The package will be returned to the sender.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. The package will be returned to the sender.
The company or receiver name is incorrect. This will delay delivery. We're attempting to update this information. / This package was abandoned by both the sender and receiver.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. This package was abandoned by both the sender and receiver.
The company or receiver name is incorrect. This will delay delivery. We're attempting to update this information. / We will contact the sender.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. We will contact the sender.
The company or receiver name is incorrect. This will delay delivery. We're attempting to update this information. / We'll contact the sender or receiver about this delivery.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. We will contact the sender or receiver about this delivery.
The company or receiver name is incorrect. This will delay delivery. We're attempting to update this information. / We're unable to contact the receiver.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. We are unable to contact the receiver.
The company or receiver name is incorrect. This will delay delivery. We're attempting to update this information. / We've attempted to contact the receiver regarding pickup arrangements.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. We have attempted to contact the receiver regarding pickup arrangements.
The company or receiver name is incorrect. This will delay delivery. We're attempting to update this information. / We've contacted the sender.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. We have contacted the sender.
The company or receiver name is incorrect. This will delay delivery. We're attempting to update this information. / We've left a message for the receiver to contact us.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. We have left message for the receiver to contact us.
The company or receiver name is incorrect. This will delay delivery. We're attempting to update this information. / Your delivery has been rescheduled for the next business day.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. Your delivery has been rescheduled for the next business day.
The company or receiver name is incorrect. This will delay delivery. We&#39;re attempting to update this information.,No,exception,English,The company or receiver name is incorrect. This will delay delivery. We are attempting to update this information.
The company or receiver name is incorrect. We're working to contact the receiver for information.,No,exception,English,The company or receiver name is incorrect. We are working to contact the receiver for information.
The delivery address has been updated and your package is on its way.,No,transit,English,The delivery address has been updated and your package is on its way.
The delivery change was completed. / Deliver to a UPS Access Point? location.,No,transit,English,The delivery change was completed. Deliver to ups access point location.
The delivery change was completed. / Delivery to a UPS Access Point™ location is pending.,No,transit,English,The delivery change was completed. Delivery to ups access point location is pending.
The delivery change was completed. / Delivery will be rescheduled.,No,transit,English,The delivery change was completed. Delivery will be rescheduled.
The delivery change was completed. / Modification of the receiver's address,No,transit,English,The delivery change was completed. Modification of the receiver's address
The delivery change was completed. / Scheduled for delivery today.,No,out for delivery,English,The delivery change was completed. Scheduled for delivery today.
The delivery change was completed. / The package will be delivered to the original receiver's address.,No,transit,English,The delivery change was completed. The package will be delivered to the original receiver's address.
The delivery change was completed. / The package will be returned to the sender.,No,exception,English,The delivery change was completed. The package will be returned to the sender.
The delivery change was completed. / The receiver has picked up their package.,No,delivered,English,The delivery change was completed. The receiver has picked up their package.
The delivery change was completed. / We'll contact the sender or receiver about this delivery.,No,exception,English,The delivery change was completed. We will contact the sender or receiver about this delivery.
The delivery change was completed. / Your delivery has been rescheduled for the next business day.,No,transit,English,The delivery change was completed. Your delivery has been rescheduled for the next business day.
The delivery location is vacant. / Delivery will be rescheduled.,No,exception,English,The delivery location is vacant. Delivery will be rescheduled.
The delivery location is vacant. / We've attempted to contact the receiver regarding pickup arrangements.,No,exception,English,The delivery location is vacant. We have attempted to contact the receiver regarding pickup arrangements.
The driver was unable to collect funds on the final delivery attempt.,No,exception,English,The driver was unable to collect funds on the final delivery attempt.
The driver was unable to collect funds on the final delivery attempt. / Scheduled for delivery today.,No,exception,English,The driver was unable to collect funds on the final delivery attempt. Scheduled for delivery today.
The driver was unable to collect funds on the final delivery attempt. / The package will be returned to the sender.,No,exception,English,The driver was unable to collect funds on the final delivery attempt. The package will be returned to the sender.
The driver was unable to collect funds on the final delivery attempt. / We will contact the sender.,No,exception,English,The driver was unable to collect funds on the final delivery attempt. We will contact the sender.
THE DRIVER WAS UNABLE TO COLLECT FUNDS ON THE FINAL DELIVERY ATTEMPT. / WE'LL CONTACT THE SENDER OR RECEIVER ABOUT THIS DELIVERY.,No,exception,English,The driver was unable to collect funds on the final delivery attempt. We'll contact the sender or receiver about this delivery.
The driver was unable to collect funds on the final delivery attempt. / We'll contact the sender or receiver about this delivery.,No,exception,English,The driver was unable to collect funds on the final delivery attempt. We will contact the sender or receiver about this delivery.
The driver was unable to collect funds on the final delivery attempt. / We're unable to deliver your package on schedule.,No,exception,English,The driver was unable to collect funds on the final delivery attempt. We are unable to deliver your package on schedule.
The driver was unable to collect funds on the first delivery attempt. A second attempt will be made.,No,exception,English,The driver was unable to collect funds on the first delivery attempt. Second attempt will be made.
The driver was unable to collect funds on the second delivery attempt. A final attempt will be made.,No,exception,English,The driver was unable to collect funds on the second delivery attempt. Final attempt will be made.
The driver was unable to collect funds on the second delivery attempt. A final attempt will be made. / Your delivery has been rescheduled for the next business day.,No,exception,English,The driver was unable to collect funds on the second delivery attempt. Final attempt will be made. Your delivery has been rescheduled for the next business day.
The importer has not assigned a broker. This may delay delivery.,No,exception,English,The importer has not assigned broker. This may delay delivery.
The importer has not assigned a broker. This may delay delivery. / This package was abandoned by both the sender and receiver.,No,exception,English,The importer has not assigned broker. This may delay delivery. This package was abandoned by both the sender and receiver.
The importer has not assigned a broker. This may delay delivery. / Your package was released by the clearing agency.,No,exception,English,The importer has not assigned broker. This may delay delivery. Your package was released by the clearing agency.
The information requested has been obtained and the hold has been resolved.  Shipment is now in transit.,No,transit,English,The information requested has been obtained and the hold has been resolved. Shipment is now in transit.
The maximum days to hold the package at the UPS Access Point? location expired. The package will be returned.,No,exception,English,The maximum days to hold the package at the ups access point location expired. The package will be returned.
"The number of packages does not match the invoice, waybill, or label. We're working to resolve this discrepancy. / Your package was released by the clearing agency.",No,transit,English,"The number of packages does not match the invoice, waybill, or label. We are working to resolve this discrepancy. Your package was released by the clearing agency."
The package has been redirected and forwarded to the delivery center.,No,transit,English,The package has been redirected and forwarded to the delivery center.
The package has been redirected and forwarded to the delivery center. / The address was corrected.,No,transit,English,The package has been redirected and forwarded to the delivery center. The address was corrected.
The package has been redirected and forwarded to the delivery center. / The package will be delivered to the UPS Access Point™ location on the next business day.,No,transit,English,The package has been redirected and forwarded to the delivery center. The package will be delivered to the ups access point location on the next business day.
The package has been released from a government agency and is now in transit.,No,transit,English,The package has been released from government agency and is now in transit.
The package is at the clearing agency awaiting final release.,No,transit,English,The package is at the clearing agency awaiting final release.
The package is being held for a future delivery date. We'll attempt to deliver on the date requested.,No,transit,English,The package is being held for future delivery date. We will attempt to deliver on the date requested.
The package is being held for a future delivery date. We'll attempt to deliver on the date requested. / Delivery will be rescheduled.,No,transit,English,The package is being held for future delivery date. We will attempt to deliver on the date requested. Delivery will be rescheduled.
The package is being held for a future delivery date. We'll attempt to deliver on the date requested. / Scheduled for delivery today.,No,transit,English,The package is being held for future delivery date. We will attempt to deliver on the date requested. Scheduled for delivery today.
The package is being held for a future delivery date. We'll attempt to deliver on the date requested. / The package is being held for a future delivery date.,No,transit,English,The package is being held for future delivery date. We will attempt to deliver on the date requested. The package is being held for future delivery date.
The package is being held for a future delivery date. We'll attempt to deliver on the date requested. / We'll attempt to redeliver today.,No,transit,English,The package is being held for future delivery date. We will attempt to deliver on the date requested. We will attempt to redeliver today.
The package is being held for a future delivery date. We'll attempt to deliver on the date requested. / We'll contact the sender or receiver about this delivery.,No,transit,English,The package is being held for future delivery date. We will attempt to deliver on the date requested. We will contact the sender or receiver about this delivery.
The package is being held for a future delivery date. We'll attempt to deliver on the date requested. / We're unable to deliver your package on schedule.,No,transit,English,The package is being held for future delivery date. We will attempt to deliver on the date requested. We are unable to deliver your package on schedule.
The package is being held for a future delivery date. We'll attempt to deliver on the date requested. / We've confirmed arrangements.,No,transit,English,The package is being held for future delivery date. We will attempt to deliver on the date requested. We have confirmed arrangements.
The package is being held for a future delivery date. We'll attempt to deliver on the date requested. / Your delivery has been rescheduled for the next business day.,No,transit,English,The package is being held for future delivery date. We will attempt to deliver on the date requested. Your delivery has been rescheduled for the next business day.
The package is being returned to the sender because the receiver refused delivery.,No,exception,English,The package is being returned to the sender because the receiver refused delivery.
The package remains at the UPS Access Point? location and is reaching the maximum days allowed to be held.,No,pickup,English,The package remains at the ups access point location and is reaching the maximum days allowed to be held.
The package was abandoned by the customer and will be surrendered to customs. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,The package was abandoned by the customer and will be surrendered to customs. Brokerage released the package. It will be processed through clearing agency before final release to ups.
The package was abandoned by the customer and will be surrendered to customs. / This package was abandoned by both the sender and receiver.,No,exception,English,The package was abandoned by the customer and will be surrendered to customs. This package was abandoned by both the sender and receiver.
The package was delivered at the receiver's location.,No,delivered,English,The package was delivered at the receiver's location.
The package was not picked up at the UPS Access Point™ location by the expiration date and is being returned to sender.,No,exception,English,The package was not picked up at the ups access point location by the expiration date and is being returned to sender.
The package was not ready at the time of the first pickup attempt. A second attempt will be made.,No,pickup,English,The package was not ready at the time of the first pickup attempt. Second attempt will be made.
The package was refused and will be returned to the sender.,No,exception,English,The package was refused and will be returned to the sender.
The package was refused by the receiver and will be returned to the sender.,No,exception,English,The package was refused by the receiver and will be returned to the sender.
The package was transferred to a local agent and rescheduled for delivery.,No,transit,English,The package was transferred to local agent and rescheduled for delivery.
The package will be forwarded to a UPS facility in the destination city.,No,transit,English,The package will be forwarded to ups facility in the destination city.
The package will be held until all packages associated with this shipment have arrived.,No,exception,English,The package will be held until all packages associated with this shipment have arrived.
The package will be returned to the sender.,No,exception,English,The package will be returned to the sender.
The postal code for the receiver is incorrect. We are attempting to obtain correct postal code to complete delivery.,No,exception,English,The postal code for the receiver is incorrect. We are attempting to obtain correct postal code to complete delivery.
The postal code for the receiver is incorrect. We are attempting to obtain correct postal code to complete delivery. / Delivery will be rescheduled.,No,exception,English,The postal code for the receiver is incorrect. We are attempting to obtain correct postal code to complete delivery. Delivery will be rescheduled.
The postal code for the receiver is incorrect. We are attempting to obtain correct postal code to complete delivery. / The package will be returned to the sender.,No,exception,English,The postal code for the receiver is incorrect. We are attempting to obtain correct postal code to complete delivery. The package will be returned to the sender.
The receiver agreed to pickup the package at a UPS location.,No,pickup,English,The receiver agreed to pickup the package at ups location.
The receiver asked that we hold the package for pickup.,No,pickup,English,The receiver asked that we hold the package for pickup.
The receiver determined this product order is too expensive and refused the delivery. / This package was abandoned by both the sender and receiver.,No,exception,English,The receiver determined this product order is too expensive and refused the delivery. This package was abandoned by both the sender and receiver.
The receiver determined this product order is too expensive and refused the delivery. / We will contact the sender.,No,exception,English,The receiver determined this product order is too expensive and refused the delivery. We will contact the sender.
The receiver determined this product order is too expensive and refused the delivery. / We'll contact the sender or receiver about this delivery.,No,exception,English,The receiver determined this product order is too expensive and refused the delivery. We will contact the sender or receiver about this delivery.
The receiver disputes or refuses to pay duty or taxes for the package.,No,exception,English,The receiver disputes or refuses to pay duty or taxes for the package.
The receiver disputes or refuses to pay duty or taxes for the package. / We'll contact the sender or receiver about this delivery.,No,exception,English,The receiver disputes or refuses to pay duty or taxes for the package. We will contact the sender or receiver about this delivery.
The receiver does not want the product and refused the delivery.,No,exception,English,The receiver does not want the product and refused the delivery.
The receiver does not want the product and refused the delivery. / Delivery will be rescheduled.,No,exception,English,The receiver does not want the product and refused the delivery. Delivery will be rescheduled.
The receiver does not want the product and refused the delivery. / The package is being returned to the sender at a different service level.,No,exception,English,The receiver does not want the product and refused the delivery. The package is being returned to the sender at different service level.
The receiver does not want the product and refused the delivery. / The package will be returned to the sender.,No,exception,English,The receiver does not want the product and refused the delivery. The package will be returned to the sender.
The receiver does not want the product and refused the delivery. / We will contact the sender.,No,exception,English,The receiver does not want the product and refused the delivery. We will contact the sender.
The receiver does not want the product and refused the delivery. / We'll contact the sender or receiver about this delivery.,No,exception,English,The receiver does not want the product and refused the delivery. We will contact the sender or receiver about this delivery.
The receiver doesn't accept C.O.D.s and refused the delivery.,No,exception,English,The receiver doesn't accept c.O.D.S and refused the delivery.
The receiver doesn't accept C.O.D.s and refused the delivery. / Delivery will be rescheduled.,No,exception,English,The receiver doesn't accept c.O.D.S and refused the delivery. Delivery will be rescheduled.
The receiver doesn't accept C.O.D.s and refused the delivery. / This package was abandoned by both the sender and receiver.,No,exception,English,The receiver doesn't accept c.O.D.S and refused the delivery. This package was abandoned by both the sender and receiver.
The receiver doesn't accept C.O.D.s and refused the delivery. / We'll contact the sender or receiver about this delivery.,No,exception,English,The receiver doesn't accept c.O.D.S and refused the delivery. We will contact the sender or receiver about this delivery.
The receiver has canceled the product order and refused delivery. / Delivery will be rescheduled.,No,exception,English,The receiver has canceled the product order and refused delivery. Delivery will be rescheduled.
THE RECEIVER HAS CANCELED THE PRODUCT ORDER AND REFUSED DELIVERY. / THE PACKAGE WILL BE RETURNED TO THE SENDER.,No,exception,English,The receiver has canceled the product order and refused delivery. The package will be returned to the sender.
The receiver has moved. We will deliver the package to the receiver's new address.,No,exception,English,The receiver has moved. We will deliver the package to the receiver's new address.
The receiver has moved. We're  attempting to obtain a new delivery address for this receiver. / Delivery will be rescheduled.,No,exception,English,The receiver has moved. We are attempting to obtain new delivery address for this receiver. Delivery will be rescheduled.
The receiver has moved. We're  attempting to obtain a new delivery address for this receiver. / The package will be returned to the sender.,No,exception,English,The receiver has moved. We are attempting to obtain new delivery address for this receiver. The package will be returned to the sender.
The receiver has moved. We're  attempting to obtain a new delivery address for this receiver. / We will contact the sender.,No,exception,English,The receiver has moved. We are attempting to obtain new delivery address for this receiver. We will contact the sender.
The receiver has moved. We&#39;re  attempting to obtain a new delivery address for this receiver.,No,exception,English,The receiver has moved. We are attempting to obtain new delivery address for this receiver.
The receiver has requested a delayed delivery.,No,transit,English,The receiver has requested delayed delivery.
The receiver is no longer in business. / We're attempting to contact the receiver to request additional information.,No,exception,English,The receiver is no longer in business. We are attempting to contact the receiver to request additional information.
The receiver is no longer in business. / We're unable to contact the receiver.,No,exception,English,The receiver is no longer in business. We are unable to contact the receiver.
The receiver is not listed in the building directory. We are attempting to update this information.,No,exception,English,The receiver is not listed in the building directory. We are attempting to update this information.
The receiver is not listed in the building directory. We are attempting to update this information. / Delivery will be rescheduled.,No,exception,English,The receiver is not listed in the building directory. We are attempting to update this information. Delivery will be rescheduled.
The receiver is not listed in the building directory. We are attempting to update this information. / The address was corrected.,No,transit,English,The receiver is not listed in the building directory. We are attempting to update this information. The address was corrected.
The receiver is not listed in the building directory. We are attempting to update this information. / The package will be returned to the sender.,No,exception,English,The receiver is not listed in the building directory. We are attempting to update this information. The package will be returned to the sender.
The receiver is not listed in the building directory. We are attempting to update this information. / We've left a message for the receiver to contact us.,No,exception,English,The receiver is not listed in the building directory. We are attempting to update this information. We have left message for the receiver to contact us.
The receiver is on vacation. / Your delivery has been rescheduled for the next business day.,No,exception,English,The receiver is on vacation. Your delivery has been rescheduled for the next business day.
"The receiver moved, and we're working to get the new delivery address.",No,exception,English,"The receiver moved, and we are working to get the new delivery address."
THE RECEIVER MUST PAY THE DUTIES OR TAXES DUE ON THE PACKAGE.,No,exception,English,The receiver must pay the duties or taxes due on the package.
The receiver refused the delivery.,No,exception,English,The receiver refused the delivery.
The receiver refused the delivery. / Delivery to UPS Access Point™ location was unsuccessful. We will make a second attempt at the receiver's address.,No,exception,English,The receiver refused the delivery. Delivery to ups access point location was unsuccessful. We will make second attempt at the receiver's address.
The receiver refused the delivery. / The package will be returned to the sender.,No,exception,English,The receiver refused the delivery. The package will be returned to the sender.
"The receiver refused the package.   (domestic-returned to sender, international-sender is contacted).",No,exception,English,"The receiver refused the package. Domestic returned to sender, international sender is contacted."
The receiver requested a customs broker other than UPS. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.,No,transit,English,The receiver requested customs broker other than ups. Brokerage released the package. It will be processed through clearing agency before final release to ups.
The receiver requested a temporary change to the delivery address. / The address was corrected.,No,transit,English,The receiver requested temporary change to the delivery address. The address was corrected.
The receiver requested an alternate delivery address. The request is in progress. / Delivery will be rescheduled.,No,transit,English,The receiver requested an alternate delivery address. The request is in progress. Delivery will be rescheduled.
The receiver requested an alternate delivery address. The request is in progress. / The address was corrected.,No,transit,English,The receiver requested an alternate delivery address. The request is in progress. The address was corrected.
The receiver requested an alternate delivery address. The request is in progress. / We'll attempt to redeliver today.,No,out for delivery,English,The receiver requested an alternate delivery address. The request is in progress. We will attempt to redeliver today.
The receiver requested an alternate delivery address. The request is in progress. / We're unable to deliver your package on schedule.,No,exception,English,The receiver requested an alternate delivery address. The request is in progress. We are unable to deliver your package on schedule.
The receiver requested an alternate delivery address. The request is in progress. / We've confirmed arrangements.,No,transit,English,The receiver requested an alternate delivery address. The request is in progress. We have confirmed arrangements.
The receiver requested this package to be held for pickup at the UPS facility.,No,out for delivery,English,The receiver requested this package to be held for pickup at the ups facility.
The receiver requested this package to be held for pickup at the UPS facility. / Delivery will be rescheduled.,No,transit,English,The receiver requested this package to be held for pickup at the ups facility. Delivery will be rescheduled.
The receiver requested this package to be held for pickup at the UPS facility. / Package must be picked up within 5 business days.,No,pickup,English,The receiver requested this package to be held for pickup at the ups facility. Package must be picked up within business days.
The receiver requested this package to be held for pickup at the UPS facility. / The receiver has picked up their package.,No,delivered,English,The receiver requested this package to be held for pickup at the ups facility. The receiver has picked up their package.
The receiver requested this package to be held for pickup at the UPS facility. / The receiver will pick up the package at a UPS facility.,No,pickup,English,The receiver requested this package to be held for pickup at the ups facility. The receiver will pick up the package at ups facility.
The receiver states the product was not ordered and has refused the delivery.,No,exception,English,The receiver states the product was not ordered and has refused the delivery.
The receiver states the product was not ordered and has refused the delivery. / The sender requested that we return this package.,No,exception,English,The receiver states the product was not ordered and has refused the delivery. The sender requested that we return this package.
The receiver states the product was not ordered and has refused the delivery. / We&#39;ll contact the sender or receiver about this delivery.,No,exception,English,The receiver states the product was not ordered and has refused the delivery. We will contact the sender or receiver about this delivery.
The receiver was not available at the time of the delivery attempt. / The package will be returned to the sender.,No,exception,English,The receiver was not available at the time of the delivery attempt. The package will be returned to the sender.
The receiver was not available at the time of the final delivery attempt.,No,exception,English,The receiver was not available at the time of the final delivery attempt.
THE RECEIVER WAS NOT AVAILABLE AT THE TIME OF THE FINAL DELIVERY ATTEMPT. / DELIVERY WILL BE RESCHEDULED.,No,exception,English,The receiver was not available at the time of the final delivery attempt. Delivery will be rescheduled.
The receiver was not available at the time of the final delivery attempt. / The delivery information was updated in error. We've corrected the mistake.,No,transit,English,The receiver was not available at the time of the final delivery attempt. The delivery information was updated in error. We have corrected the mistake.
The receiver was not available at the time of the final delivery attempt. / The package will be returned to the sender.,No,exception,English,The receiver was not available at the time of the final delivery attempt. The package will be returned to the sender.
The receiver was not available at the time of the final delivery attempt. / This package was abandoned by both the sender and receiver.,No,exception,English,The receiver was not available at the time of the final delivery attempt. This package was abandoned by both the sender and receiver.
The receiver was not available at the time of the final delivery attempt. / We require a phone number for the delivery address.,No,exception,English,The receiver was not available at the time of the final delivery attempt. We require phone number for the delivery address.
The receiver was not available at the time of the final delivery attempt. / We will contact the sender.,No,exception,English,The receiver was not available at the time of the final delivery attempt. We will contact the sender.
The receiver was not available at the time of the final delivery attempt. / We'll contact the sender or receiver about this delivery.,No,exception,English,The receiver was not available at the time of the final delivery attempt. We will contact the sender or receiver about this delivery.
The receiver was not available at the time of the final delivery attempt. / We're attempting to get further instructions and may return the shipment.,No,exception,English,The receiver was not available at the time of the final delivery attempt. We are attempting to get further instructions and may return the shipment.
The receiver was not available at the time of the final delivery attempt. / We're unable to contact the receiver.,No,exception,English,The receiver was not available at the time of the final delivery attempt. We are unable to contact the receiver.
The receiver was not available at the time of the final delivery attempt. / We've left a message for the receiver to contact us.,No,exception,English,The receiver was not available at the time of the final delivery attempt. We have left message for the receiver to contact us.
The receiver was not available at the time of the second delivery attempt. A final attempt will be made.,No,exception,English,The receiver was not available at the time of the second delivery attempt. Final attempt will be made.
The receiver was not available for delivery. We'll make a second attempt the next business day.,No,exception,English,The receiver was not available for delivery. We will make second attempt the next business day.
The receiver was not available for delivery. We&#39;ll make a second attempt the next business day. / Your delivery has been rescheduled for the next business day.,No,exception,English,The receiver was not available for delivery. We will make second attempt the next business day. Your delivery has been rescheduled for the next business day.
